group_obj,visits
"{""site"": ""Main"", ""weekday"": ""Fri"", ""modality"": ""Virtual"", ""age_group"": ""Peds"", ""appt_type"": ""FollowUp"", ""insurance"": ""SelfPay"", ""department"": ""Pediatrics"", ""visit_hour"": ""10:00"", ""provider_role"": ""Resident""}",5
"{""site"": ""Downtown"", ""weekday"": ""Mon"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""NewPatient"", ""insurance"": ""SelfPay"", ""department"": ""Orthopedics"", ""visit_hour"": ""11:00"", ""provider_role"": ""Resident""}",5
"{""site"": ""Downtown"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""11:00"", ""provider_role"": ""NP/PA""}",5
"{""site"": ""Main"", ""weekday"": ""Mon"", ""modality"": ""InPerson"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""SelfPay"", ""department"": ""Orthopedics"", ""visit_hour"": ""10:00"", ""provider_role"": ""Resident""}",5
"{""site"": ""Annex"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""NewPatient"", ""insurance"": ""SelfPay"", ""department"": ""Imaging"", ""visit_hour"": ""10:00"", ""provider_role"": ""NP/PA""}",5
"{""site"": ""Downtown"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""NewPatient"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""11:00"", ""provider_role"": ""NP/PA""}",5
"{""site"": ""Annex"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Orthopedics"", ""visit_hour"": ""09:00"", ""provider_role"": ""Attending""}",5
"{""site"": ""Downtown"", ""weekday"": ""Mon"", ""modality"": ""InPerson"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Imaging"", ""visit_hour"": ""14:00"", ""provider_role"": ""Attending""}",5
"{""site"": ""Main"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Private"", ""department"": ""Cardiology"", ""visit_hour"": ""10:00"", ""provider_role"": ""NP/PA""}",5
"{""site"": ""Main"", ""weekday"": ""Thu"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Imaging"", ""visit_hour"": ""11:00"", ""provider_role"": ""Attending""}",5
"{""site"": ""Annex"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""Private"", ""department"": ""General"", ""visit_hour"": ""14:00"", ""provider_role"": ""Resident""}",5
"{""site"": ""Main"", ""weekday"": ""Mon"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""NewPatient"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""14:00"", ""provider_role"": ""Resident""}",5
