group_obj,visits
"{""site"": ""Main"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""NewPatient"", ""insurance"": ""SelfPay"", ""department"": ""Orthopedics"", ""visit_hour"": ""14:00"", ""provider_role"": ""NP/PA""}",5
"{""site"": ""Downtown"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Peds"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""10:00"", ""provider_role"": ""Attending""}",4
"{""site"": ""Annex"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Imaging"", ""visit_hour"": ""11:00"", ""provider_role"": ""Resident""}",4
"{""site"": ""Annex"", ""weekday"": ""Mon"", ""modality"": ""InPerson"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""Private"", ""department"": ""General"", ""visit_hour"": ""11:00"", ""provider_role"": ""Resident""}",4
"{""site"": ""Downtown"", ""weekday"": ""Wed"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Private"", ""department"": ""General"", ""visit_hour"": ""14:00"", ""provider_role"": ""NP/PA""}",4
"{""site"": ""Downtown"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""General"", ""visit_hour"": ""10:00"", ""provider_role"": ""Attending""}",4
"{""site"": ""Annex"", ""weekday"": ""Thu"", ""modality"": ""Virtual"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""SelfPay"", ""department"": ""Orthopedics"", ""visit_hour"": ""11:00"", ""provider_role"": ""Attending""}",4
"{""site"": ""Annex"", ""weekday"": ""Thu"", ""modality"": ""Virtual"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""09:00"", ""provider_role"": ""NP/PA""}",4
"{""site"": ""Annex"", ""weekday"": ""Wed"", ""modality"": ""Virtual"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""General"", ""visit_hour"": ""14:00"", ""provider_role"": ""Attending""}",4
"{""site"": ""Annex"", ""weekday"": ""Mon"", ""modality"": ""Virtual"", ""age_group"": ""Geriatric"", ""appt_type"": ""FollowUp"", ""insurance"": ""Government"", ""department"": ""Cardiology"", ""visit_hour"": ""10:00"", ""provider_role"": ""Resident""}",4
"{""site"": ""Annex"", ""weekday"": ""Fri"", ""modality"": ""InPerson"", ""age_group"": ""Adult"", ""appt_type"": ""FollowUp"", ""insurance"": ""SelfPay"", ""department"": ""Cardiology"", ""visit_hour"": ""08:00"", ""provider_role"": ""NP/PA""}",4
"{""site"": ""Annex"", ""weekday"": ""Tue"", ""modality"": ""Virtual"", ""age_group"": ""Peds"", ""appt_type"": ""FollowUp"", ""insurance"": ""SelfPay"", ""department"": ""Pediatrics"", ""visit_hour"": ""10:00"", ""provider_role"": ""Attending""}",4
